years_above_1p5C,years_above_2C,peak_temp,welfare_loss_damage,policy,success_1p5C_zero_exceedance,success_2C_zero_exceedance
271.0,256.0,6.466724123530081,3226.6773839752295,medium_abatement,False,False
265.0,247.0,6.437742284197174,151.79270134710237,medium_abatement,False,False
263.0,0.0,1.9767399908724856,1801684683.3052592,medium_abatement,False,True
274.0,256.0,5.345100666794772,20470789.103980605,medium_abatement,False,False
272.0,252.0,4.395705529203554,24541.326401218226,medium_abatement,False,False
271.0,252.0,3.1605765512505712,646530697.3907938,medium_abatement,False,False
259.0,239.0,4.099771031839917,744.7081799463098,medium_abatement,False,False
273.0,258.0,6.941182478599574,1576.632976455459,medium_abatement,False,False
271.0,250.0,4.222903600917808,98994081.106571,medium_abatement,False,False
252.0,101.0,2.04905581217257,12306740.458335822,medium_abatement,False,False
260.0,147.0,2.1492834799828215,11990663.207839876,medium_abatement,False,False
267.0,255.0,8.02924750773004,245186565.83958888,medium_abatement,False,False
264.0,236.0,3.529520468976289,731.6292103612201,medium_abatement,False,False
270.0,256.0,6.93145394386897,80781.41873729245,medium_abatement,False,False
265.0,241.0,3.168493996441197,238447.9557288637,medium_abatement,False,False
266.0,237.0,3.697379471354057,695.9793297673509,medium_abatement,False,False
260.0,234.0,3.6827653410883308,1722050037.7824678,medium_abatement,False,False
272.0,0.0,1.9943112216237435,65.58610365001506,medium_abatement,False,True
270.0,225.0,2.7316965159307633,1299.9832127313014,medium_abatement,False,False
263.0,230.0,2.4258756625576394,470456862.96879095,medium_abatement,False,False
267.0,252.0,4.474278902597553,1921.193904404975,medium_abatement,False,False
252.0,222.0,3.5975132073903193,6517.999316585439,medium_abatement,False,False
273.0,260.0,7.263887621280524,172.21848968825793,medium_abatement,False,False
264.0,250.0,6.959062764904351,660966.8554128924,medium_abatement,False,False
263.0,189.0,2.0860164841328324,28234036.638743844,medium_abatement,False,False
271.0,256.0,7.246411792544045,3053.9033282495093,medium_abatement,False,False
259.0,241.0,3.953389497551048,147745758.207959,medium_abatement,False,False
251.0,187.0,2.510679682613212,7623483.104905699,medium_abatement,False,False
260.0,233.0,3.556028391396872,60448.944346508986,medium_abatement,False,False
256.0,141.0,2.2063371917342733,13335.859064885632,medium_abatement,False,False
271.0,257.0,6.075525220164687,118475.52557990277,medium_abatement,False,False
273.0,262.0,9.38297250344423,130251.0367665432,medium_abatement,False,False
269.0,256.0,5.564879955360687,457.63678134058796,medium_abatement,False,False
267.0,249.0,3.53140922615715,46266.987944714674,medium_abatement,False,False
